Speaker,Neighborhood,Gender,Year,YOB,Occupation,Age,SEC,Education,label,word,notes,context,pre_seg,post_seg,file,time.s.,nformants,F1.Hz.,B1.Hz.,F2.Hz.,B2.Hz.,F3.Hz.,B3.Hz.,F4.Hz.,B4.Hz.,F5.Hz.,B5.Hz.,seg_start,seg_end,select_start,select_end,nInt,AlignerCode,SegDur,Notes,var_context,code,asp_start,asp_end,asp_dur,token_id,select_dur,select_mid,sel_mid_int_45,sel_mid_int_55,post_segv,post_segp,post_segh,F1.Bark,F2.Bark,code2,Pseudonym
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,well,?,initial,sp,*e,AJ_71,101.000045,5,329.987,395.247,1579.597,102.905,2948.113,536.005,3716.938,858.182,4730.317,882.285,100.98,101.02,100.98,101.02,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_100.98,0.04,101,100.998,101.002,voiced,front_vowel,mid_vowel,3.333319517,11.43435514,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,want,?,initial,*ei,*oo,AJ_71,1002.258045,4,378.871,158.568,1141.237,553.235,2987.707,688.225,4302.078,818.348,NA,NA,1002.233,1002.283,1002.233,1002.283,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1002.233,0.05,1002.258,1002.2555,1002.2605,voiced,back_vowel,low_vowel,3.812920798,9.335922524,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,when,?,initial,sp,*e,AJ_71,1004.323045,4,314.323,54.247,1495.665,545.546,3128.966,326.947,4075.564,1065.05,NA,NA,1004.298,1004.348,1004.298,1004.348,191,w,0.041630576,NA,1,w,NA,NA,NA,AJ_71_1004.298,0.05,1004.323,1004.3205,1004.3255,voiced,front_vowel,mid_vowel,3.175278287,11.07378065,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,were,?,initial,sp,@r,AJ_71,1005.441125,4,300.832,109.107,1523.576,1070.554,2978.719,1003.485,4647.753,1518.399,NA,NA,1005.388,1005.488,1005.388,1005.488,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1005.388,0.1,1005.438,1005.433,1005.443,voiced,central_vowel,mid_vowel,3.037406123,11.19561545,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,would've,?,initial,*ei,*uu,AJ_71,1006.098045,4,297.654,108.121,1466.298,1544.389,3031.267,645.68,4095.867,891.928,NA,NA,1006.078,1006.118,1006.078,1006.118,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1006.078,0.04,1006.098,1006.096,1006.1,voiced,back_vowel,high_vowel,3.004688548,10.94344725,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,went,?,initial,r,*e,AJ_71,1007.813045,4,342.746,193.882,1356.2,554.153,3011.456,949.207,3717.707,1564.745,NA,NA,1007.788,1007.838,1007.788,1007.838,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1007.788,0.05,1007.813,1007.8105,1007.8155,voiced,front_vowel,mid_vowel,3.460461935,10.43427296,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,work,?,initial,d,*@@r,AJ_71,1009.223045,4,243.381,120.061,1064.162,786.278,2610.132,853.126,4302.502,808.197,NA,NA,1009.208,1009.238,1009.208,1009.238,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1009.208,0.03,1009.223,1009.2215,1009.2245,voiced,central_vowel,mid_vowel,2.431378268,8.904079001,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,what,?,initial,t,*oo,AJ_71,1032.976045,5,330.986,202.679,1311.638,1803.555,2564.113,458.344,3716.745,777.993,4821.491,778.115,1032.956,1032.996,1032.956,1032.996,191,w,0.04,NA,1,w,NA,NA,NA,AJ_71_1032.956,0.04,1032.976,1032.974,1032.978,voiced,back_vowel,low_vowel,3.343325572,10.21844307,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,way,?,initial,ii,*ei,AJ_71,1047.745875,5,243.119,105.618,1833.208,388.278,2684.247,693.239,3825.441,453.737,4923.175,611.984,1047.714,1047.784,1047.714,1047.784,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1047.714,0.07,1047.749,1047.7455,1047.7525,voiced,front_vowel,mid_vowel,2.428542135,12.42692366,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,whereas,?,initial,sp,#NAME?,AJ_71,1106.007992,4,399.275,112.5,2087.002,452.422,2788.171,775.439,4775.539,206.565,NA,NA,1105.965,1106.015,1105.997351,1106.018542,191,w,0.049642364,NA,1,w,NA,NA,NA,AJ_71_1105.99735097423,0.021190698,1106.007946,1106.006887,1106.009006,voiced,front_vowel,mid_vowel,4.007225525,13.29567234,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,quite,?,internal,k,*ai,AJ_71,1114.801045,5,540.262,229.184,1384.36,277.626,2831.25,948.405,3628.85,630.581,4986.782,737.533,1114.776,1114.826,1114.776,1114.826,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1114.776,0.05,1114.801,1114.7985,1114.8035,voiced,central_vowel,high_vowel,5.263162565,10.5676963,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,when,?,initial,sil,*e,AJ_71,1119.251664,5,473.483,289.716,1702.972,391.2,2996.085,559.968,3636.946,387.862,5039.607,205.619,1119.224,1119.264,1119.237741,1119.265496,191,w,0.04,NA,1,w,NA,NA,NA,AJ_71_1119.23774130929,0.027754968,1119.251619,1119.250231,1119.253007,voiced,front_vowel,mid_vowel,4.686424043,11.9343812,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,we,?,initial,ng,*ii;,AJ_71,1141.357045,5,214.784,72.414,1022.159,1001.177,2443.648,456.74,3611.177,1081.349,5000.957,950.02,1141.332,1141.382,1141.332,1141.382,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1141.332,0.05,1141.357,1141.3545,1141.3595,voiced,front_vowel,high_vowel,2.11778435,8.659343288,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,want,?,initial,*uu;,*oo,AJ_71,1156.156045,4,243.919,282.099,1696.559,1016.384,3044.557,987.743,4305.881,893.049,NA,NA,1156.136,1156.176,1156.136,1156.176,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1156.136,0.04,1156.156,1156.154,1156.158,voiced,back_vowel,low_vowel,2.43719997,11.90922135,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,what,?,initial,*ou,*oo,AJ_71,1203.833045,4,399.091,100.224,1232.398,347.659,2275.073,824.139,3878.406,501.132,NA,NA,1203.813,1203.853,1203.813,1203.853,191,w,0.04,NA,1,w,NA,NA,NA,AJ_71_1203.813,0.04,1203.833,1203.831,1203.835,voiced,back_vowel,low_vowel,4.005488334,9.81977167,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,hw,when,?,initial,sp,*e,AJ_71,1234.554066,5,404.941,242.714,1006.446,743.16,2455.534,1025.901,3775.183,350.349,4812.284,646.15,1234.514,1234.554,1234.549923,1234.558118,191,w,0.053594617,NA,1,w,NA,NA,NA,AJ_71_1234.54992328966,0.008194324,1234.55402,1234.553611,1234.55443,voiced,front_vowel,mid_vowel,4.060587338,8.56600824,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,hw,when,?,initial,spn,*e,AJ_71,1235.144841,4,463.755,105.762,1732.278,299.08,3329.158,591.423,4849.193,1290.26,NA,NA,1235.104,1235.154,1235.134916,1235.154675,191,w,0.049204197,NA,1,w,NA,NA,NA,AJ_71_1235.13491636126,0.019758894,1235.144796,1235.143808,1235.145784,voiced,front_vowel,mid_vowel,4.599755916,12.04824389,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,t,@,AJ_71,1237.605875,4,351.617,152.098,1870.784,1228.556,3435.473,1004.665,4526.209,981.509,NA,NA,1237.554,1237.664,1237.554,1237.664,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1237.554,0.11,1237.609,1237.6035,1237.6145,voiced,central_vowel,mid_vowel,3.548033589,12.56280791,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,r,@,AJ_71,1243.512045,4,324.543,237.581,1932.541,582.013,3159.824,952.586,4898.816,642.833,NA,NA,1243.497,1243.527,1243.497,1243.527,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1243.497,0.03,1243.512,1243.5105,1243.5135,voiced,central_vowel,mid_vowel,3.27863824,12.78043763,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,r,@,AJ_71,1250.616045,5,276.302,266.453,1552.525,171.98,2917.138,632.374,3890.473,713.201,5390.279,1231.03,1250.601,1250.631,1250.601,1250.631,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1250.601,0.03,1250.616,1250.6145,1250.6175,voiced,central_vowel,mid_vowel,2.782458076,11.31993566,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,well,?,initial,s,*e,AJ_71,1257.87298,4,372.182,198.844,1889.857,1078.543,3179.67,645.752,4452.566,988.461,NA,NA,1257.83,1257.88,1257.85985,1257.886019,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1257.85985005318,0.02616897,1257.872935,1257.871626,1257.874243,voiced,front_vowel,mid_vowel,3.748482305,12.63076576,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,*ae,*oo,AJ_71,1262.016736,5,246.595,197.296,992.614,138.818,2450.48,983.62,3746.271,547.602,5141.727,836.089,1261.955,1262.045,1261.988997,1262.044474,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1261.98899747135,0.055476894,1262.016736,1262.013962,1262.01951,voiced,back_vowel,low_vowel,2.466114806,8.483024168,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,what,?,initial,r,*oo,AJ_71,1276.059045,5,355.751,209.893,1121.653,568.646,2226.303,1226.57,3675.105,393.884,5130.566,517.134,1276.044,1276.074,1276.044,1276.074,191,w,0.03,NA,1,w,NA,NA,NA,AJ_71_1276.044,0.03,1276.059,1276.0575,1276.0605,voiced,back_vowel,low_vowel,3.588613923,9.228242388,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,walk,?,initial,*ae,*oo,AJ_71,1295.229875,5,276.845,178.789,1019.202,156.569,2622.233,238.024,3683.095,788.952,4926.534,463.313,1295.183,1295.283,1295.183,1295.283,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1295.183,0.1,1295.233,1295.228,1295.238,voiced,back_vowel,low_vowel,2.788162166,8.641853946,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,with,?,initial,l,*i,AJ_71,1310.589045,5,211.872,295.687,1639.881,612.604,3166.766,749.377,4123.815,1014.126,4861.925,1248.585,1310.564,1310.614,1310.564,1310.614,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1310.564,0.05,1310.589,1310.5865,1310.5915,voiced,front_vowel,high_vowel,2.085388163,11.68296193,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,well,?,initial,z,*e,AJ_71,1311.202125,5,281.491,206.391,1180.348,670.108,2840.777,432.979,4614.884,836.659,4747.534,3184.088,1311.164,1311.234,1311.164,1311.234,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1311.164,0.07,1311.199,1311.1955,1311.2025,voiced,front_vowel,mid_vowel,2.836854344,9.546950032,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,walk,?,initial,s,*oo,AJ_71,1315.584107,5,283.811,155.165,1047.607,554.08,2862.434,495.31,3975.766,585.397,5245.221,1201.245,1315.54,1315.6,1315.564341,1315.603783,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1315.56434106803,0.039441792,1315.584062,1315.58209,1315.586034,voiced,back_vowel,low_vowel,2.861093506,8.808435397,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,queen's,?,internal,k,*ii,AJ_71,1324.127045,5,533.02,413.227,1799.387,329.279,2616.395,683.894,3603.796,831.832,4797.615,655.167,1324.112,1324.142,1324.112,1324.142,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1324.112,0.03,1324.127,1324.1255,1324.1285,voiced,front_vowel,high_vowel,5.202110533,12.30229566,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,we,?,initial,sp,*ii;,AJ_71,1329.785045,5,483.916,98.293,1712.072,541.004,2732.331,970.783,3884.788,886.62,4946.869,883.318,1329.76,1329.81,1329.76,1329.81,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1329.76,0.05,1329.785,1329.7825,1329.7875,voiced,front_vowel,high_vowel,4.778606335,11.96993201,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,we're,?,initial,d,*ir,AJ_71,1332.035045,5,217.717,98.712,1101.82,595.329,2463.238,498.081,3522.617,179.383,4917.259,462.495,1332.02,1332.05,1332.02,1332.05,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1332.02,0.03,1332.035,1332.0335,1332.0365,voiced,front_vowel,high_vowel,2.150326585,9.117789289,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,way,?,initial,*ii;,*ei,AJ_71,1357.604045,4,333.411,125.772,2068.278,357.492,3073.893,1293.718,3856.456,944.921,NA,NA,1357.584,1357.624,1357.584,1357.624,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1357.584,0.04,1357.604,1357.602,1357.606,voiced,front_vowel,mid_vowel,3.367578284,13.23531937,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,quite,?,internal,k,*ai,AJ_71,1367.845045,5,501.014,915.556,1275.488,200.744,2682.378,896.759,3301.027,260.691,4915.523,444.121,1367.825,1367.865,1367.825,1367.865,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1367.825,0.04,1367.845,1367.843,1367.847,voiced,central_vowel,high_vowel,4.927988187,10.03898783,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,quite,?,internal,k,*ai,AJ_71,1368.425045,5,747.534,226.026,1442.88,286.643,2596.674,451.401,3687.222,571.578,4876.141,152.781,1368.405,1368.445,1368.405,1368.445,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1368.405,0.04,1368.425,1368.423,1368.427,voiced,central_vowel,high_vowel,6.872081207,10.83790389,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,one,?,initial,sp,*uh,AJ_71,1370.966783,5,427.987,396.971,1107.608,418.862,2571.712,739.744,3323.048,973.67,4857.17,763.795,1370.934,1370.974,1370.956443,1370.977032,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1370.95644307837,0.02058934,1370.966738,1370.965708,1370.967767,voiced,back_vowel,high_vowel,4.275022586,9.150171156,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,ones,?,initial,*uu;,*uh,AJ_71,1371.414045,4,232.633,133.257,1862.191,1323.908,3307.85,504.865,4156.974,956.219,NA,NA,1371.394,1371.434,1371.394,1371.434,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1371.394,0.04,1371.414,1371.412,1371.416,voiced,back_vowel,high_vowel,2.314475446,12.53196909,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,wouldn't,?,initial,sp,*uu,AJ_71,1394.710045,4,455.788,20.804,1621.378,664.378,2891.52,1387.119,4157.709,962.268,NA,NA,1394.695,1394.725,1394.695,1394.725,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1394.695,0.03,1394.71,1394.7085,1394.7115,voiced,back_vowel,high_vowel,4.528256883,11.60754711,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,walking,?,initial,sp,*oo,AJ_71,1400.877936,5,242.157,22.495,1350.36,1167.629,2991.237,1213.575,3488.675,1635.584,5055.144,676.328,1400.808,1400.908,1400.845996,1400.909876,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1400.84599569695,0.063880482,1400.877936,1400.874742,1400.88113,voiced,back_vowel,low_vowel,2.418122759,10.40631859,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,wishing,?,initial,t,*i,AJ_71,1403.028,4,232.875,62.104,1151.543,825.56,2799.167,977.599,4137.187,920.433,NA,NA,1402.988,1403.068,1402.988,1403.068,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1402.988,0.08,1403.028,1403.024,1403.032,voiced,front_vowel,high_vowel,2.317120219,9.39204441,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,were,?,initial,t,@r,AJ_71,1403.493045,5,336.628,224.522,1459.408,1083.466,2507.664,873.977,3691.597,1241.269,4759.794,798.385,1403.468,1403.518,1403.468,1403.518,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1403.468,0.05,1403.493,1403.4905,1403.4955,voiced,central_vowel,mid_vowel,3.399672842,10.91254458,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,why,?,initial,sp,*ae,AJ_71,1418.423372,4,577.709,328.537,1104.6,319.314,3058.295,486.377,4173.576,703.453,NA,NA,1418.373,1418.433,1418.411828,1418.434825,191,w,0.019906164,NA,1,w,NA,NA,NA,AJ_71_1418.41182833245,0.022996973,1418.423327,1418.422177,1418.424477,voiced,central_vowel,mid_vowel,5.573291705,9.133357698,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,why,?,initial,sp,*ae,AJ_71,1418.702889,5,442.957,235.228,1194.742,357.835,2751.251,995.735,3986.648,907.09,4825.451,797.808,1418.663,1418.713,1418.690315,1418.715371,191,w,0.05,NA,1,w,NA,NA,NA,AJ_71_1418.69031482377,0.025056568,1418.702843,1418.70159,1418.704096,voiced,central_vowel,mid_vowel,4.41210973,9.62329717,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,when,?,initial,r,*e,AJ_71,1433.126045,5,283.426,143.236,1786.967,698.633,3076.2,626.037,3508.664,4488.559,4851.301,252.732,1433.101,1433.151,1433.101,1433.151,191,w,0.05,NA,1,w,NA,NA,NA,AJ_71_1433.101,0.05,1433.126,1433.1235,1433.1285,voiced,front_vowel,mid_vowel,2.857074528,12.25596403,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,*ae,@,AJ_71,1433.394125,4,313.773,197.914,1988.138,940.415,3664.021,442.505,5001.77,527.938,NA,NA,1433.331,1433.451,1433.331,1433.451,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1433.331,0.12,1433.391,1433.385,1433.397,voiced,central_vowel,mid_vowel,3.169689516,12.97053615,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,with,?,initial,m,*i,AJ_71,1435.221045,4,296.691,169.479,2038.03,783.617,3461.921,2060.877,4800.212,1330.9,NA,NA,1435.196,1435.246,1435.196,1435.246,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1435.196,0.05,1435.221,1435.2185,1435.2235,voiced,front_vowel,high_vowel,2.994756252,13.13662689,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,with,?,initial,t,*i,AJ_71,1436.291045,4,493.242,64.116,1952.412,315.104,3518.781,586.926,5034.575,381.354,NA,NA,1436.276,1436.306,1436.276,1436.306,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1436.276,0.03,1436.291,1436.2895,1436.2925,voiced,front_vowel,high_vowel,4.860343888,12.84900142,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,we'd,?,initial,z,*ii;,AJ_71,1436.956045,5,277.964,49.596,1464.186,314.408,2740.133,493.23,3672.009,524.602,4943.456,460.562,1436.936,1436.976,1436.936,1436.976,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1436.936,0.04,1436.956,1436.954,1436.958,voiced,front_vowel,high_vowel,2.799908274,10.93398784,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,would,?,initial,*ae,*uu,AJ_71,1438.727875,4,335.175,183.943,1831.647,571.92,3122.214,501.89,4313.37,696.637,NA,NA,1438.696,1438.766,1438.696,1438.766,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1438.696,0.07,1438.731,1438.7275,1438.7345,voiced,back_vowel,high_vowel,3.385188058,12.42122042,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,walk,?,initial,d,*oo,AJ_71,1438.846045,5,425.278,284.976,1435.94,61.039,2650.339,1010.68,3971.342,753.731,5359.513,1249.468,1438.826,1438.866,1438.826,1438.866,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1438.826,0.04,1438.846,1438.844,1438.848,voiced,back_vowel,low_vowel,4.250031166,10.80634617,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,one,?,initial,sp,*uh,AJ_71,1440.329714,4,222.628,83.749,1014.23,1591.453,2681.653,644.519,4429.74,573.48,NA,NA,1440.277,1440.367,1440.302077,1440.357351,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1440.30207684233,0.055274239,1440.329714,1440.32695,1440.332478,voiced,back_vowel,high_vowel,2.204619312,8.612368378,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,worries,?,initial,*ou,*uh,AJ_71,1442.805045,4,400.303,19.709,1124.411,97.144,3069.172,879.675,4191.083,798.143,NA,NA,1442.785,1442.825,1442.785,1442.825,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1442.785,0.04,1442.805,1442.803,1442.807,voiced,back_vowel,high_vowel,4.016926149,9.243489626,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,went,?,initial,*ae,*e,AJ_71,1449.049045,4,427.951,88.891,1442.804,333.401,2804.218,889.206,4218.605,824.404,NA,NA,1449.024,1449.074,1449.024,1449.074,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1449.024,0.05,1449.049,1449.0465,1449.0515,voiced,front_vowel,mid_vowel,4.274690846,10.837559,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,walk,?,initial,*ii;,*oo,AJ_71,1487.652,4,363.065,91.293,1184.529,212.983,2578.257,523.083,4088.961,1094.837,NA,NA,1487.612,1487.692,1487.612,1487.692,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1487.612,0.08,1487.652,1487.648,1487.656,voiced,back_vowel,low_vowel,3.66005609,9.569198478,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,nowhere,?,internal,*ou,#NAME?,AJ_71,1497.772,5,300.722,122.35,1437.943,245.847,3134.329,3253.223,3480.145,780.869,4597.411,1236.038,1497.732,1497.812,1497.732,1497.812,191,w,0.08,NA,1,w,NA,NA,NA,AJ_71_1497.732,0.08,1497.772,1497.768,1497.776,voiced,front_vowel,mid_vowel,3.036275208,10.81546749,w,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,would,?,initial,*ae,*uu,AJ_71,1518.494045,5,316.565,128.029,1142.51,827.155,2431.111,263.746,3289.181,382.809,4682.375,760.691,1518.479,1518.509,1518.479,1518.509,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1518.479,0.03,1518.494,1518.4925,1518.4955,voiced,back_vowel,high_vowel,3.198032211,9.342874898,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,r,@,AJ_71,1520.144045,4,470.976,133.678,1562.432,605.646,3075.911,870.966,4531.963,843.987,NA,NA,1520.119,1520.169,1520.119,1520.169,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1520.119,0.05,1520.144,1520.1415,1520.1465,voiced,central_vowel,mid_vowel,4.664155171,11.36201152,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,t,*oo,AJ_71,1522.569,5,370.114,55.009,1054.335,214.072,2576.018,386.565,3697.036,894.507,4796.358,593.27,1522.529,1522.609,1522.529,1522.609,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1522.529,0.08,1522.569,1522.565,1522.573,voiced,back_vowel,low_vowel,3.728485353,8.847431954,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,sp,@,AJ_71,1531.850045,4,472.019,330.607,1650.978,425.447,3366.293,557.438,4604.756,1022.329,NA,NA,1531.83,1531.87,1531.83,1531.87,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1531.83,0.04,1531.85,1531.848,1531.852,voiced,central_vowel,mid_vowel,4.67342538,11.72782051,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,was,?,initial,t,*oo,AJ_71,1539.73054,4,534.335,188.662,1532.873,249.808,2826.454,278.51,4176.758,432.586,NA,NA,1539.706,1539.736,1539.720681,1539.740307,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1539.72068070879,0.019626727,1539.730494,1539.729513,1539.731475,voiced,back_vowel,low_vowel,5.213222683,11.23576564,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,always,?,internal,l,ei,AJ_71,1539.871045,5,491.44,19.974,970.315,83.252,2831.046,1017.458,3593.552,511.702,4887.825,955.286,1539.856,1539.886,1539.856,1539.886,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1539.856,0.03,1539.871,1539.8695,1539.8725,voiced,front_vowel,mid_vowel,4.844598766,8.347593416,iw,Alison
AJ_71,Leith,woman,2019,1948,Cashier/Stockkeeper,71,MC,secondary,w,wouldn't,?,initial,*ae,*uu,AJ_71,1543.216125,4,415.172,153.765,1367.481,386.34,2773.311,650.459,4414.572,502.495,NA,NA,1543.178,1543.248,1543.178,1543.248,NA,NA,NA,NA,0,?,NA,NA,NA,AJ_71_1543.178,0.07,1543.213,1543.2095,1543.2165,voiced,back_vowel,high_vowel,4.156296959,10.48799398,iw,Alison
