Speaker,Pseudonym,Year,Neighborhood,Gender,YOB,Occupation,Age,SEC,Code,Word,PreSeg,FolSeg,Register,File,Asp,MidPoint,SegStart,SegEnd,SegDur,AspEnd,AspDur,AspStartr,AspEndr,IntermediateV,AgeGroup,n,,AspProp,Chunk,ChunkStart,ChunkEnd,WordsChunk,WordsPerSecond,SyllablesChunk,SyllablesPerSecond,presegv,presegm,asp,aspProp,word_init,post_pausal,mean_aspprop,file,word,preseg,folseg,preword,aspstart,aspend,duration,intensity,cog,sdev,skew,kurt,window_size,window_number,token,mean_cog,YOB_z,SPS_z
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,where,d,*eir,conversation,ES_41,asp,69.679,69.614,69.744,0.13,69.72825888,0.11425888,69.614,69.728,NA,4,66,,0.878914462,5,61.014,70.534,31,3.256302521,24,2.521008403,voiced,plosive,1,0.878914462,1,0,0.780766084,ES_41,where,d,*eir,said,69.614,69.728,0.091407105,48.11980282,707.7275657,888.1176055,7.427449199,86.27699658,0.045703553,2,hw,732.3724342,0.811549027,-0.526886149
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,sp,*oo,conversation,ES_41,NA,178.493,178.448,178.538,0.09,NA,NA,NA,NA,NA,4,66,,NA,23,176.615,201.54,54,2.166499498,37,1.48445336,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-2.321245717
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,elsewhere,s,*eir,conversation,ES_41,NA,196.305,196.29,196.32,0.03,NA,NA,NA,NA,NA,4,66,,NA,23,176.615,201.54,54,2.166499498,37,1.48445336,voiceless,fricative,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-2.321245717
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,somewhere,m,#NAME?,conversation,ES_41,NA,357.331,357.296,357.366,0.07,NA,NA,NA,NA,NA,4,66,,NA,37,324.681,359.636,80,2.288656845,59,1.687884423,voiced,nasal,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-1.969090299
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,which,sp,*i,conversation,ES_41,NA,358.521,358.496,358.546,0.05,NA,NA,NA,NA,NA,4,66,,NA,37,324.681,359.636,80,2.288656845,59,1.687884423,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-1.969090299
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,sp,*eir,conversation,ES_41,NA,441.4242882,441.346,441.503,0.1574237,NA,NA,NA,NA,NA,4,66,,NA,45,434.104,479.481,201,4.429556824,166,3.658240959,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,1.441754235
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,what,sp,*oo,conversation,ES_41,asp,577.4301318,577.393,577.467,0.0737363,577.4475181,0.0542544,577.393,577.448,NA,4,66,,0.735789564,51,558.967,580.477,81,3.765690377,77,3.579730358,pause,pause,1,0.735789564,1,1,0.780766084,ES_41,NA,t,w,about,577.393,577.448,0.043403515,45.89938191,648.9255155,1181.495233,10.14496348,117.0993558,0.021701757,2,hw,732.3724342,0.811549027,1.305846114
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,579.597,579.567,579.627,0.06,NA,NA,NA,NA,NA,4,66,,NA,51,558.967,580.477,81,3.765690377,77,3.579730358,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,1.305846114
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,which,sp,*i,conversation,ES_41,NA,614.48,614.455,614.505,0.05,NA,NA,NA,NA,NA,4,66,,NA,53,591.04,615.799,97,3.917767277,75,3.029201502,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.352836694
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,anywhere,ii,~eir,conversation,ES_41,NA,648.979,648.944,649.014,0.07,NA,NA,NA,NA,breathy,4,66,,NA,59,648.294,701.358,170,3.203678577,129,2.431026685,voiced,vowel,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.68265169
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,l,*eir,conversation,ES_41,NA,751.472,751.432,751.512,0.08,NA,NA,NA,NA,NA,4,66,,NA,65,744.162,760.322,57,3.527227723,33,2.042079208,voiced,approximant,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-1.355950837
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,anywhere,ii,~eir,conversation,ES_41,NA,784.209,784.144,784.274,0.13,NA,NA,NA,NA,NA,4,66,,NA,67,774.055,814.631,153,3.770701893,119,2.932768139,voiced,vowel,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.185902841
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,s,*oo,conversation,ES_41,NA,800.736,800.716,800.756,0.04,NA,NA,NA,NA,NA,4,66,,NA,67,774.055,814.631,153,3.770701893,119,2.932768139,voiceless,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.185902841
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,z,*eir,conversation,ES_41,NA,856.983,856.958,857.008,0.05,NA,NA,NA,NA,NA,4,66,,NA,69,819.117,861.493,151,3.563337738,103,2.430621106,voiced,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.683353779
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,879.95446,879.889,880.02,0.1310799,NA,NA,NA,NA,NA,4,66,,NA,71,877.95,964.104,299,3.470529517,222,2.576781113,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.430339134
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,882.8389171,882.777,882.901,0.1241658,NA,NA,NA,NA,NA,4,66,,NA,71,877.95,964.104,299,3.470529517,222,2.576781113,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.430339134
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,885.211,885.136,885.286,0.15,NA,NA,NA,NA,NA,4,66,,NA,71,877.95,964.104,299,3.470529517,222,2.576781113,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.430339134
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,s,*oo,conversation,ES_41,NA,920.182,920.157,920.207,0.05,NA,NA,NA,NA,NA,4,66,,NA,71,877.95,964.104,299,3.470529517,222,2.576781113,voiceless,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.430339134
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,ii,*eir,conversation,ES_41,NA,921.812,921.767,921.857,0.09,NA,NA,NA,NA,NA,4,66,,NA,71,877.95,964.104,299,3.470529517,222,2.576781113,voiced,vowel,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.430339134
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,what,sp,*oo,conversation,ES_41,asp,1029.514793,1029.49,1029.54,0.049586,1029.53,0.04,1029.49,1029.53,NA,4,66,,0.806679305,73,969.752,1056.856,300,3.444158707,215,2.46831374,pause,pause,1,0.806679305,1,1,0.780766084,ES_41,what,sp,*oo,NA,1029.49,1029.53,0.032,44.48623594,720.0227553,794.6190612,10.11832474,165.9246468,0.016,2,hw,732.3724342,0.811549027,-0.618104819
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,z,*e,conversation,ES_41,NA,1041.235,1041.21,1041.26,0.05,NA,NA,NA,NA,NA,4,66,,NA,73,969.752,1056.856,300,3.444158707,215,2.46831374,voiced,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.618104819
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,everywhere,ii,~eir,conversation,ES_41,NA,1056.616,1056.596,1056.636,0.04,NA,NA,NA,NA,breathy,4,66,,NA,73,969.752,1056.856,300,3.444158707,215,2.46831374,voiced,vowel,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.618104819
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,m,*eir,conversation,ES_41,NA,1075.024,1074.999,1075.049,0.05,NA,NA,NA,NA,NA,4,66,,NA,75,1062.54,1098.658,119,3.294756077,93,2.574893405,voiced,nasal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.433606907
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,where,k,*eir,conversation,ES_41,asp,1077.611,1077.571,1077.651,0.08,1077.63806,0.06706,1077.571,1077.638,breathy,4,66,,0.83825,75,1062.54,1098.658,119,3.294756077,93,2.574893405,voiceless,plosive,1,0.83825,1,0,0.780766084,ES_41,where,k,*eir,walk,1077.571,1077.638,0.053647931,48.76474814,1021.320754,1095.295373,6.156489838,61.70805977,0.026823965,2,hw,732.3724342,0.811549027,-0.433606907
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,whatever,t,#NAME?,conversation,ES_41,NA,1081.31,1081.26,1081.36,0.1,NA,NA,NA,NA,NA,4,66,,NA,75,1062.54,1098.658,119,3.294756077,93,2.574893405,voiceless,plosive,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.433606907
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,whatever,r,#NAME?,conversation,ES_41,NA,1084.39,1084.37,1084.41,0.04,NA,NA,NA,NA,NA,4,66,,NA,75,1062.54,1098.658,119,3.294756077,93,2.574893405,voiced,approximant,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.433606907
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,why,m,*ae,conversation,ES_41,NA,1089.797,1089.772,1089.822,0.05,NA,NA,NA,NA,NA,4,66,,NA,75,1062.54,1098.658,119,3.294756077,93,2.574893405,voiced,nasal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.433606907
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,1122.851,1122.826,1122.876,0.05,NA,NA,NA,NA,NA,4,66,,NA,79,1113.764,1148.951,126,3.580867934,95,2.699860744,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.217278462
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,s,*oo,conversation,ES_41,NA,1140.599,1140.579,1140.619,0.04,NA,NA,NA,NA,NA,4,66,,NA,79,1113.764,1148.951,126,3.580867934,95,2.699860744,voiceless,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.217278462
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,1144.592,1144.527,1144.657,0.13,NA,NA,NA,NA,NA,4,66,,NA,79,1113.764,1148.951,126,3.580867934,95,2.699860744,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.217278462
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,*ou,*oo,conversation,ES_41,NA,1192.916,1192.896,1192.936,0.04,NA,NA,NA,NA,NA,4,66,,NA,83,1191.436,1258.87,249,3.692499333,200,2.965862918,voiced,vowel,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.243192546
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,t,*eir,conversation,ES_41,NA,1207.075,1207.05,1207.1,0.05,NA,NA,NA,NA,NA,4,66,,NA,83,1191.436,1258.87,249,3.692499333,200,2.965862918,voiceless,plosive,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.243192546
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,whatever,sp,#NAME?,conversation,ES_41,NA,1223.931,1223.861,1224.001,0.14,NA,NA,NA,NA,NA,4,66,,NA,83,1191.436,1258.87,249,3.692499333,200,2.965862918,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.243192546
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,v,*oo,conversation,ES_41,NA,1254.988056,1254.974,1255.002,0.028276,NA,NA,NA,NA,breathy,4,66,,NA,83,1191.436,1258.87,249,3.692499333,200,2.965862918,voiced,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.243192546
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,*ou,*eir,conversation,ES_41,NA,1339.688,1339.628,1339.748,0.12,NA,NA,NA,NA,NA,4,66,,NA,89,1331.086,1391.652,201,3.318693657,159,2.625235281,voiced,vowel,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.346461099
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,wherever,sp,eir,conversation,ES_41,NA,1340.579,1340.554,1340.604,0.05,NA,NA,NA,NA,NA,4,66,,NA,89,1331.086,1391.652,201,3.318693657,159,2.625235281,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.346461099
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,sp,*oo,conversation,ES_41,NA,1344.514,1344.494,1344.534,0.04,NA,NA,NA,NA,NA,4,66,,NA,89,1331.086,1391.652,201,3.318693657,159,2.625235281,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.346461099
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,anywhere,ii,~eir,conversation,ES_41,NA,1374.145,1374.1,1374.19,0.09,NA,NA,NA,NA,NA,4,66,,NA,89,1331.086,1391.652,201,3.318693657,159,2.625235281,voiced,vowel,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.346461099
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,everywhere,ii,~eir,conversation,ES_41,NA,1410.8,1410.76,1410.84,0.08,NA,NA,NA,NA,NA,4,66,,NA,91,1398.573,1461.413,202,3.214513049,157,2.498408657,voiced,vowel,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.566008114
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,why,s,*ae,conversation,ES_41,NA,1415.323,1415.303,1415.343,0.04,NA,NA,NA,NA,NA,4,66,,NA,91,1398.573,1461.413,202,3.214513049,157,2.498408657,voiceless,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.566008114
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,sp,*oo,conversation,ES_41,NA,1458.851,1458.826,1458.876,0.05,NA,NA,NA,NA,NA,4,66,,NA,91,1398.573,1461.413,202,3.214513049,157,2.498408657,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.566008114
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,sp,*oo,conversation,ES_41,NA,1519.684,1519.664,1519.704,0.04,NA,NA,NA,NA,NA,4,66,,NA,95,1511.816,1539.574,95,3.422436775,84,3.026154622,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.347562302
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,conversation,ES_41,NA,1572.936799,1572.778,1573.096,0.318401,NA,NA,NA,NA,NA,4,66,,NA,99,1552.685,1595.819,117,2.712477396,88,2.040153939,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-1.359283632
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,everywhere,ii,~eir,conversation,ES_41,NA,1612.271,1612.231,1612.311,0.08,NA,NA,NA,NA,NA,4,66,,NA,103,1608.121,1622.929,53,3.579146407,40,2.701242572,voiced,vowel,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.214886407
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,where,sp,*eir,conversation,ES_41,asp,1649.029,1649.004,1649.054,0.05,1649.033333,0.029333,1649.004,1649.033,NA,4,66,,0.58666,105,1635.045,1670.363,101,2.859731582,72,2.038620533,pause,pause,1,0.58666,1,1,0.780766084,ES_41,where,sp,*eir,NA,1649.004,1649.033,0.023466358,50.84617432,527.0028927,544.8970443,15.53650195,374.0721874,0.011733179,2,hw,732.3724342,0.811549027,-1.36193808
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,k,*e,conversation,ES_41,NA,1691.86,1691.845,1691.875,0.03,NA,NA,NA,NA,NA,4,66,,NA,109,1679.892,1702.516,69,3.049858557,47,2.077439887,voiceless,plosive,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-1.294738678
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,where,sp,*eir,conversation,ES_41,asp,1735.325888,1735.253,1735.399,0.146526,1735.377172,0.124547,1735.253,1735.377,NA,4,66,,0.849999318,111,1705.821,1779.605,247,3.347609238,198,2.68350862,pause,pause,1,0.849999318,1,1,0.780766084,ES_41,where,sp,*eir,NA,1735.253,1735.377,0.099638006,49.15689981,644.6585894,814.6412951,10.62480725,151.4751428,0.049819003,2,hw,732.3724342,0.811549027,-0.245585295
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,what,*ou,*oo,conversation,ES_41,asp,1742.773119,1742.734,1742.812,0.078237,1742.798702,0.064702,1742.734,1742.799,voiced,4,66,,0.827000013,111,1705.821,1779.605,247,3.347609238,198,2.68350862,voiced,vowel,1,0.827000013,1,0,0.780766084,ES_41,what,*ou,*oo,know,1742.734,1742.799,0.05176167,57.64586789,531.3457158,613.9697091,16.41862273,337.7788467,0.025880835,2,hw,732.3724342,0.811549027,-0.245585295
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,what,sp,*oo,conversation,ES_41,asp,1743.524,1743.494,1743.554,0.06,1743.517361,0.023361,1743.494,1743.517,NA,4,66,,0.38935,111,1705.821,1779.605,247,3.347609238,198,2.68350862,pause,pause,1,0.38935,1,1,0.780766084,ES_41,what,sp,*oo,NA,1743.494,1743.517,0.018688422,48.5773754,708.4388345,1016.552596,10.46129547,134.9852633,0.009344211,2,hw,732.3724342,0.811549027,-0.245585295
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,*ou,*oo,conversation,ES_41,NA,1750.579,1750.564,1750.594,0.03,NA,NA,NA,NA,NA,4,66,,NA,111,1705.821,1779.605,247,3.347609238,198,2.68350862,voiced,vowel,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.245585295
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,r,*e,conversation,ES_41,NA,1804.222,1804.197,1804.247,0.05,NA,NA,NA,NA,NA,4,66,,NA,113,1784.866,1820.069,119,3.380393716,94,2.670226969,voiced,approximant,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.268576893
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,whatever,r,#NAME?,conversation,ES_41,NA,1845.71,1845.69,1845.73,0.04,NA,NA,NA,NA,NA,4,66,,NA,115,1825.815,1861.441,135,3.789367316,97,2.72273059,voiced,approximant,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.177688932
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,what,ii,*oo,conversation,ES_41,NA,1995.579,1995.544,1995.614,0.07,NA,NA,NA,NA,NA,4,66,,NA,129,1992.75,2002.426,23,2.377015296,24,2.480363787,voiced,vowel,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.597245226
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,which,t,*i,conversation,ES_41,NA,2040.238,2040.218,2040.258,0.04,NA,NA,NA,NA,NA,4,66,,NA,133,2023.709,2078.141,215,3.949882422,162,2.976190476,voiceless,plosive,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.261070374
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,z,*e,conversation,ES_41,NA,2045.498,2045.468,2045.528,0.06,NA,NA,NA,NA,NA,4,66,,NA,133,2023.709,2078.141,215,3.949882422,162,2.976190476,voiced,fricative,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.261070374
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,somewhere,m,#NAME?,conversation,ES_41,NA,2052.891,2052.846,2052.936,0.09,NA,NA,NA,NA,NA,4,66,,NA,133,2023.709,2078.141,215,3.949882422,162,2.976190476,voiced,nasal,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,0.261070374
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,whatever,sp,#NAME?,conversation,ES_41,NA,2126.47,2126.43,2126.51,0.08,NA,NA,NA,NA,NA,4,66,,NA,135,2096.35,2132.82,77,2.111324376,60,1.645187826,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-2.043001519
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,where,spn,*eir,reading,ES_41,NA,2170.245,2170.135,2170.355,0.22,NA,NA,NA,NA,NA,4,66,,NA,137,2148.737,2309.364,528,3.287118604,429,2.670783866,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.26761286
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,when,sp,*e,reading,ES_41,asp,2180.31023,2180.263,2180.358,0.094614,2180.337755,0.074832,2180.263,2180.338,NA,4,66,,0.790918891,137,2148.737,2309.364,528,3.287118604,429,2.670783866,pause,pause,1,0.790918891,1,1,0.780766084,ES_41,NA,*ei,w,day,2180.263,2180.338,0.059864883,47.14624696,1078.403642,1002.318552,5.628170194,61.84528823,0.029932441,2,hw,732.3724342,0.811549027,-0.26761286
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,why,-,*ae,reading,ES_41,asp,2202.846085,2202.772,2202.92,0.148171,2202.907269,0.135269,2202.772,2202.907,NA,4,66,,0.912924931,137,2148.737,2309.364,528,3.287118604,429,2.670783866,voiceless,other,1,0.912924931,1,0,0.780766084,ES_41,why,NA,*ae,NA,2202.772,2202.907,0.108214969,46.84804849,873.8099561,952.0334719,6.818185992,67.21055646,0.054107484,2,hw,732.3724342,0.811549027,-0.26761286
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,what,t,*oo,reading,ES_41,asp,2253.31438,2253.263,2253.366,0.102759,2253.345976,0.082976,2253.263,2253.346,NA,4,66,,0.807481583,137,2148.737,2309.364,528,3.287118604,429,2.670783866,voiceless,plosive,1,0.807481583,1,0,0.780766084,ES_41,what,t,*oo,but,2253.263,2253.346,0.066381196,52.0771634,801.1850945,712.6234997,11.33090887,209.4813541,0.033190598,2,hw,732.3724342,0.811549027,-0.26761286
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,hw,why,-,*ae,reading,ES_41,asp,2265.977834,2265.927,2266.029,0.101668,2266.007165,0.080165,2265.927,2266.007,NA,4,66,,0.788497856,137,2148.737,2309.364,528,3.287118604,429,2.670783866,voiceless,other,1,0.788497856,1,0,0.780766084,ES_41,why,NA,*ae,NA,2265.927,2266.007,0.064132193,45.71035866,717.6910286,584.7127322,10.96487275,247.2357872,0.032066096,2,hw,732.3724342,0.811549027,-0.26761286
ES_41,Eleanor,2018,Leith,woman,1977,Tutor,41,WC,w,when,sp,*e,reading,ES_41,NA,2269.230017,2269.221,2269.239,0.017966,NA,NA,NA,NA,NA,4,66,,NA,137,2148.737,2309.364,528,3.287118604,429,2.670783866,pause,pause,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811549027,-0.26761286
